name,cell_id,base_name,strategy,sweep_key,sweep_params,env_id,checkpoint_epoch,checkpoint_run_dir,config_sha256,manifest_sha256,manifest_file_sha256,episodes,goal_offset,success_rate,plans,steps,latent_work_total,bits_used_total,dynamics_flops_total,cem_cost_calls,candidate_action_values,pop_size,elite_frac,topk,n_iter,plan_time_total_sec,wall_time_sec,schedule_level_counts,schedule_k_counts,schedule,role,seed,output_json
published,upstream_lewm_converted,published,upstream_lewm_converted,{},{},swm/OGBCube-v0,0,checkpoints_mwm/upstream_lewm_ogb_cube,162d7daa9b1859f5f5471c66db1ce37a00ef4f19d913217c618e1e9785ffaffe,52f7aaf1aee2691ad567bcce1b386dba8bbaad93ca914d8509dbf93d1d68da2f,a697f4d0fc5f93becc5e833357ad698a77f10fd460941a9fc75600a66437d569,100,25,68.0,4,100,576000000,18432000000,169599175200000,2000,75000000,300,0.1,30,10,84.31533500622027,193.90085309999995,"{""0"": 2000}","{""192"": 2000}","{'enabled': True, 'mpc': {'mode': 'fixed', 'level': 'finest'}, 'cem': {'mode': 'fixed', 'level': 'base'}, 'rollout': {'mode': 'fixed', 'level': 'base'}}",upstream_lewm_converted,82715,reports/research/k192_sepopt_published_parity_20260924/final_n100/ogb_cube/seed_82715/000_published/eval.json
sepopt_k192_20260922,sepopt_k192_20260922,sepopt_k192_20260922,sepopt_k192_20260922,{},{},swm/OGBCube-v0,0,checkpoints_mwm/mwm_paper10_ogb_cube_k192_sepopt_retrain_20260922,f327cfd123285c08c9424ab582d6673d61d4ed4b3a1a76cb08d470374d4984e1,52f7aaf1aee2691ad567bcce1b386dba8bbaad93ca914d8509dbf93d1d68da2f,a697f4d0fc5f93becc5e833357ad698a77f10fd460941a9fc75600a66437d569,100,25,70.0,4,100,576000000,18432000000,169599175200000,2000,75000000,300,0.1,30,10,83.38385429023765,189.68900356604718,"{""0"": 2000}","{""192"": 2000}","{'enabled': True, 'mpc': {'mode': 'fixed', 'level': 'finest'}, 'cem': {'mode': 'fixed', 'level': 'base'}, 'rollout': {'mode': 'fixed', 'level': 'base'}}",sepopt_k192_20260922,82715,reports/research/k192_sepopt_published_parity_20260924/final_n100/ogb_cube/seed_82715/001_sepopt_k192_20260922/eval.json
