name,cell_id,base_name,strategy,sweep_key,sweep_params,env_id,checkpoint_epoch,checkpoint_run_dir,config_sha256,manifest_sha256,manifest_file_sha256,episodes,goal_offset,success_rate,plans,steps,latent_work_total,bits_used_total,dynamics_flops_total,cem_cost_calls,candidate_action_values,pop_size,elite_frac,topk,n_iter,plan_time_total_sec,wall_time_sec,schedule_level_counts,schedule_k_counts,schedule,role,seed,output_json
published,upstream_lewm_converted,published,upstream_lewm_converted,{},{},swm/PushT-v1,0,checkpoints_mwm/upstream_lewm_pusht,a8e6339cd928fe15a86221eb25fe8eb7e5de3a2a4bd352bddabbf4667d2ee121,03fd6b3438137b5cacbf4da327b7ac3acfb53cb79e671fedbaf7a7ab5eb60313,2442bb1ed1307773a2a26c19c4027461f0c12b7cb3d85d01b98afe8f6e643ff6,100,25,83.0,4,100,1728000000,55296000000,508789425600000,6000,90000000,300,0.1,30,30,247.77471477375366,276.9843225770164,"{""0"": 6000}","{""192"": 6000}","{'enabled': True, 'mpc': {'mode': 'fixed', 'level': 'finest'}, 'cem': {'mode': 'fixed', 'level': 'base'}, 'rollout': {'mode': 'fixed', 'level': 'base'}}",upstream_lewm_converted,86604,reports/research/k192_sepopt_published_parity_20260924/final_n100/pusht/seed_86604/000_published/eval.json
sepopt_k192_20260922,sepopt_k192_20260922,sepopt_k192_20260922,sepopt_k192_20260922,{},{},swm/PushT-v1,0,checkpoints_mwm/mwm_paper10_pusht_k192_sepopt_retrain_20260922,9f6459cae9b7e88dc6fc19b802c02cdb2b29381ddf191327a83b60c72269e90f,03fd6b3438137b5cacbf4da327b7ac3acfb53cb79e671fedbaf7a7ab5eb60313,2442bb1ed1307773a2a26c19c4027461f0c12b7cb3d85d01b98afe8f6e643ff6,100,25,94.0,4,100,1728000000,55296000000,508789425600000,6000,90000000,300,0.1,30,30,249.49004638195038,275.10329236183316,"{""0"": 6000}","{""192"": 6000}","{'enabled': True, 'mpc': {'mode': 'fixed', 'level': 'finest'}, 'cem': {'mode': 'fixed', 'level': 'base'}, 'rollout': {'mode': 'fixed', 'level': 'base'}}",sepopt_k192_20260922,86604,reports/research/k192_sepopt_published_parity_20260924/final_n100/pusht/seed_86604/001_sepopt_k192_20260922/eval.json
