name,cell_id,base_name,strategy,sweep_key,sweep_params,env_id,checkpoint_epoch,checkpoint_run_dir,config_sha256,manifest_sha256,manifest_file_sha256,episodes,goal_offset,success_rate,plans,steps,latent_work_total,bits_used_total,dynamics_flops_total,cem_cost_calls,candidate_action_values,pop_size,elite_frac,topk,n_iter,plan_time_total_sec,wall_time_sec,schedule_level_counts,schedule_k_counts,schedule,role,seed,output_json
published,upstream_lewm_converted,published,upstream_lewm_converted,{},{},swm/ReacherDMControl-v0,0,checkpoints_mwm/upstream_lewm_reacher,7476ad47eff51197d18fa62e7e26fc7c3697aace0d072e6c2980543979376be1,2f55ee186834848effa7604e890c48281d5e183f241cc8658cea99bf049e3cfc,9bb52673b715dfad64824bd3ba15f385ab820f202ac354314fb48f575fe12cdd,100,25,95.0,4,100,576000000,18432000000,169596475200000,2000,30000000,300,0.1,30,10,81.92001464311033,124.5523648399394,"{""0"": 2000}","{""192"": 2000}","{'enabled': True, 'mpc': {'mode': 'fixed', 'level': 'finest'}, 'cem': {'mode': 'fixed', 'level': 'base'}, 'rollout': {'mode': 'fixed', 'level': 'base'}}",upstream_lewm_converted,86604,reports/research/k192_sepopt_published_parity_20260924/final_n100/reacher/seed_86604/000_published/eval.json
sepopt_k192_20260922,sepopt_k192_20260922,sepopt_k192_20260922,sepopt_k192_20260922,{},{},swm/ReacherDMControl-v0,0,checkpoints_mwm/mwm_paper10_reacher_k192_sepopt_retrain_20260922,d658d5a141df42c09032615fba7409bd1321fc21d0dc4b468b454d4295857b6c,2f55ee186834848effa7604e890c48281d5e183f241cc8658cea99bf049e3cfc,9bb52673b715dfad64824bd3ba15f385ab820f202ac354314fb48f575fe12cdd,100,25,95.0,4,100,576000000,18432000000,169596475200000,2000,30000000,300,0.1,30,10,82.30354705778882,121.57856287108734,"{""0"": 2000}","{""192"": 2000}","{'enabled': True, 'mpc': {'mode': 'fixed', 'level': 'finest'}, 'cem': {'mode': 'fixed', 'level': 'base'}, 'rollout': {'mode': 'fixed', 'level': 'base'}}",sepopt_k192_20260922,86604,reports/research/k192_sepopt_published_parity_20260924/final_n100/reacher/seed_86604/001_sepopt_k192_20260922/eval.json
