name,cell_id,base_name,strategy,sweep_key,sweep_params,env_id,checkpoint_epoch,checkpoint_run_dir,config_sha256,manifest_sha256,manifest_file_sha256,episodes,goal_offset,success_rate,plans,steps,latent_work_total,bits_used_total,dynamics_flops_total,cem_cost_calls,candidate_action_values,pop_size,elite_frac,topk,n_iter,plan_time_total_sec,wall_time_sec,schedule_level_counts,schedule_k_counts,schedule,role,seed,output_json
published,upstream_lewm_converted,published,upstream_lewm_converted,{},{},swm/ReacherDMControl-v0,0,checkpoints_mwm/upstream_lewm_reacher,0248cb0d5b5f9a454874bde0c830ce68031027456d9b41f2901969e5ff4d7365,11c506d973f22cb72ebe036d552491a816deebadb9b97b99a92928fa2de21ac0,1685df8311dc45afe19e67c771538b657bad718cced353c5119a3f4429c05f4a,50,25,96.0,2,50,288000000,9216000000,84798237600000,1000,15000000,300,0.1,30,10,40.801344954175875,73.96094648796134,"{""0"": 1000}","{""192"": 1000}","{'enabled': True, 'mpc': {'mode': 'fixed', 'level': 'finest'}, 'cem': {'mode': 'fixed', 'level': 'base'}, 'rollout': {'mode': 'fixed', 'level': 'base'}}",upstream_lewm_converted,2,reports/research/k192_sepopt_published_parity_20260924/screen_n50/reacher/seed_2/000_published/eval.json
sepopt_k192_20260922,sepopt_k192_20260922,sepopt_k192_20260922,sepopt_k192_20260922,{},{},swm/ReacherDMControl-v0,0,checkpoints_mwm/mwm_paper10_reacher_k192_sepopt_retrain_20260922,e5a1577950eb71620ff899382d1cc1c1073e801441fb4dafbeeab2fd36545430,11c506d973f22cb72ebe036d552491a816deebadb9b97b99a92928fa2de21ac0,1685df8311dc45afe19e67c771538b657bad718cced353c5119a3f4429c05f4a,50,25,94.0,2,50,288000000,9216000000,84798237600000,1000,15000000,300,0.1,30,10,40.71814287779853,71.0361967838835,"{""0"": 1000}","{""192"": 1000}","{'enabled': True, 'mpc': {'mode': 'fixed', 'level': 'finest'}, 'cem': {'mode': 'fixed', 'level': 'base'}, 'rollout': {'mode': 'fixed', 'level': 'base'}}",sepopt_k192_20260922,2,reports/research/k192_sepopt_published_parity_20260924/screen_n50/reacher/seed_2/001_sepopt_k192_20260922/eval.json
