name,cell_id,base_name,strategy,sweep_key,sweep_params,env_id,checkpoint_epoch,checkpoint_run_dir,config_sha256,manifest_sha256,manifest_file_sha256,episodes,goal_offset,success_rate,plans,steps,latent_work_total,bits_used_total,dynamics_flops_total,cem_cost_calls,candidate_action_values,pop_size,elite_frac,topk,n_iter,plan_time_total_sec,wall_time_sec,schedule_level_counts,schedule_k_counts,schedule,role,seed,output_json
published,upstream_lewm_converted,published,upstream_lewm_converted,{},{},swm/TwoRoom-v1,0,checkpoints_mwm/upstream_lewm_tworoom,6a9c87d31b9f5bd136e159f2885c0919fa87e5d5abbb85bcb67f67e5570f0c55,d8c98ec99d792fd7655eb32cf2c8e32d371169c63abc91f0ab699a9d566206e6,621816e2d86f134a26e89c118d366cd7b32c7e4962b6bf485e18588f0a5e5aff,100,25,79.0,4,100,576000000,18432000000,169596475200000,2000,30000000,300,0.1,30,10,81.91876784479246,93.40381460613571,"{""0"": 2000}","{""192"": 2000}","{'enabled': True, 'mpc': {'mode': 'fixed', 'level': 'finest'}, 'cem': {'mode': 'fixed', 'level': 'base'}, 'rollout': {'mode': 'fixed', 'level': 'base'}}",upstream_lewm_converted,82715,reports/research/k192_sepopt_published_parity_20260924/final_n100/tworoom/seed_82715/000_published/eval.json
sepopt_k192_20260922,sepopt_k192_20260922,sepopt_k192_20260922,sepopt_k192_20260922,{},{},swm/TwoRoom-v1,0,checkpoints_mwm/mwm_paper10_tworoom_k192_sepopt_retrain_20260922,4e5196e6cbe22c32bef767ed76280c261893b512a11d13feb89c28d93ed555b3,d8c98ec99d792fd7655eb32cf2c8e32d371169c63abc91f0ab699a9d566206e6,621816e2d86f134a26e89c118d366cd7b32c7e4962b6bf485e18588f0a5e5aff,100,25,90.0,4,100,576000000,18432000000,72172296000000,2000,30000000,300,0.1,30,10,82.76262251287699,90.57819138397463,"{""0"": 2000}","{""192"": 2000}","{'enabled': True, 'mpc': {'mode': 'fixed', 'level': 'finest'}, 'cem': {'mode': 'fixed', 'level': 'base'}, 'rollout': {'mode': 'fixed', 'level': 'base'}}",sepopt_k192_20260922,82715,reports/research/k192_sepopt_published_parity_20260924/final_n100/tworoom/seed_82715/001_sepopt_k192_20260922/eval.json
