name,cell_id,base_name,strategy,sweep_key,sweep_params,env_id,checkpoint_epoch,checkpoint_run_dir,config_sha256,manifest_sha256,manifest_file_sha256,episodes,goal_offset,success_rate,plans,steps,latent_work_total,bits_used_total,dynamics_flops_total,cem_cost_calls,candidate_action_values,pop_size,elite_frac,topk,n_iter,plan_time_total_sec,wall_time_sec,schedule_level_counts,schedule_k_counts,schedule,role,seed,output_json
published,upstream_lewm_converted,published,upstream_lewm_converted,{},{},swm/OGBCube-v0,0,checkpoints_mwm/upstream_lewm_ogb_cube,a7e5ef20e67c6f34f8566c4db40789ce91373142c7454ed36c90f3c0c75a1f35,e0ca25648f7f96966a4401600dd2911f8e9e015340e9f8f2fa14e92560b1cb20,72863a41fd53c5430aacb73a2e16772ea83b007c0402c935a4fd5405055172b6,50,25,68.0,2,50,288000000,9216000000,84799587600000,1000,37500000,300,0.1,30,10,42.069585054181516,125.71160319494084,"{""0"": 1000}","{""192"": 1000}","{'enabled': True, 'mpc': {'mode': 'fixed', 'level': 'finest'}, 'cem': {'mode': 'fixed', 'level': 'base'}, 'rollout': {'mode': 'fixed', 'level': 'base'}}",upstream_lewm_converted,2,reports/research/k192_sepopt_published_parity_20260924/screen_n50/ogb_cube/seed_2/000_published/eval.json
sepopt_k192_20260922,sepopt_k192_20260922,sepopt_k192_20260922,sepopt_k192_20260922,{},{},swm/OGBCube-v0,0,checkpoints_mwm/mwm_paper10_ogb_cube_k192_sepopt_retrain_20260922,adcdeb23792987b7a0cda56a964ac321bd9c9b4894907b00823938ee0d815a22,e0ca25648f7f96966a4401600dd2911f8e9e015340e9f8f2fa14e92560b1cb20,72863a41fd53c5430aacb73a2e16772ea83b007c0402c935a4fd5405055172b6,50,25,68.0,2,50,288000000,9216000000,84799587600000,1000,37500000,300,0.1,30,10,41.71809981507249,123.00030798907392,"{""0"": 1000}","{""192"": 1000}","{'enabled': True, 'mpc': {'mode': 'fixed', 'level': 'finest'}, 'cem': {'mode': 'fixed', 'level': 'base'}, 'rollout': {'mode': 'fixed', 'level': 'base'}}",sepopt_k192_20260922,2,reports/research/k192_sepopt_published_parity_20260924/screen_n50/ogb_cube/seed_2/001_sepopt_k192_20260922/eval.json
