stage,environment,seed,episode_index,dataset_episode,start_step,goal_step,published_success,retrained_success
final,ogb_cube,71623,96,9517,30,54,1,1
final,ogb_cube,71623,97,9550,149,173,1,1
final,ogb_cube,71623,98,9666,30,54,1,0
final,ogb_cube,71623,99,9704,113,137,1,1
final,ogb_cube,82715,0,93,164,188,1,1
final,ogb_cube,82715,1,122,48,72,1,1
final,ogb_cube,82715,2,318,60,84,1,1
final,ogb_cube,82715,3,791,98,122,0,0
final,ogb_cube,82715,4,798,110,134,1,1
final,ogb_cube,82715,5,891,47,71,0,0
final,ogb_cube,82715,6,999,140,164,1,1
final,ogb_cube,82715,7,1005,77,101,1,1
final,ogb_cube,82715,8,1117,118,142,1,1
final,ogb_cube,82715,9,1242,119,143,0,1
final,ogb_cube,82715,10,1356,97,121,0,0
final,ogb_cube,82715,11,1562,117,141,1,1
final,ogb_cube,82715,12,1628,87,111,1,1
final,ogb_cube,82715,13,1834,39,63,1,0
final,ogb_cube,82715,14,2142,15,39,0,0
final,ogb_cube,82715,15,2236,118,142,1,1
final,ogb_cube,82715,16,2297,117,141,1,1
final,ogb_cube,82715,17,2429,80,104,1,1
final,ogb_cube,82715,18,2717,83,107,1,1
final,ogb_cube,82715,19,2764,24,48,0,0
final,ogb_cube,82715,20,2837,144,168,1,1
final,ogb_cube,82715,21,2862,41,65,0,1
final,ogb_cube,82715,22,2971,110,134,0,0
final,ogb_cube,82715,23,3124,15,39,0,0
final,ogb_cube,82715,24,3173,154,178,1,1
final,ogb_cube,82715,25,3178,126,150,1,1
final,ogb_cube,82715,26,3192,143,167,1,1
final,ogb_cube,82715,27,3221,157,181,1,1
final,ogb_cube,82715,28,3260,47,71,1,1
final,ogb_cube,82715,29,3261,27,51,1,0
final,ogb_cube,82715,30,3450,33,57,0,0
final,ogb_cube,82715,31,3547,88,112,1,1
final,ogb_cube,82715,32,3553,147,171,1,1
final,ogb_cube,82715,33,3754,58,82,1,1
final,ogb_cube,82715,34,3840,77,101,1,1
final,ogb_cube,82715,35,3939,70,94,1,1
final,ogb_cube,82715,36,3981,170,194,1,1
final,ogb_cube,82715,37,4025,90,114,1,1
final,ogb_cube,82715,38,4120,109,133,1,1
final,ogb_cube,82715,39,4216,36,60,0,0
final,ogb_cube,82715,40,4253,147,171,1,1
final,ogb_cube,82715,41,4401,131,155,1,1
final,ogb_cube,82715,42,4596,119,143,1,1
final,ogb_cube,82715,43,4610,112,136,1,1
final,ogb_cube,82715,44,4662,50,74,0,0
final,ogb_cube,82715,45,4669,6,30,1,1
final,ogb_cube,82715,46,4803,56,80,1,1
final,ogb_cube,82715,47,5155,141,165,1,1
final,ogb_cube,82715,48,5176,78,102,1,1
final,ogb_cube,82715,49,5180,37,61,0,0
final,ogb_cube,82715,50,5264,130,154,1,1
final,ogb_cube,82715,51,5369,65,89,1,1
final,ogb_cube,82715,52,5470,3,27,1,1
final,ogb_cube,82715,53,5528,121,145,0,1
final,ogb_cube,82715,54,5607,10,34,0,0
final,ogb_cube,82715,55,5748,156,180,1,1
final,ogb_cube,82715,56,5771,3,27,1,1
final,ogb_cube,82715,57,5825,67,91,1,1
final,ogb_cube,82715,58,5967,65,89,1,1
final,ogb_cube,82715,59,6034,119,143,0,0
final,ogb_cube,82715,60,6173,11,35,0,0
final,ogb_cube,82715,61,6178,138,162,1,1
final,ogb_cube,82715,62,6205,103,127,0,0
final,ogb_cube,82715,63,6396,69,93,1,1
final,ogb_cube,82715,64,6483,109,133,0,0
final,ogb_cube,82715,65,6681,123,147,1,1
final,ogb_cube,82715,66,6719,12,36,0,0
final,ogb_cube,82715,67,6728,98,122,0,0
final,ogb_cube,82715,68,6736,162,186,1,1
final,ogb_cube,82715,69,6910,134,158,1,1
final,ogb_cube,82715,70,6954,35,59,0,1
final,ogb_cube,82715,71,7035,91,115,1,1
final,ogb_cube,82715,72,7046,40,64,1,1
final,ogb_cube,82715,73,7084,38,62,0,0
final,ogb_cube,82715,74,7149,23,47,0,0
final,ogb_cube,82715,75,7279,83,107,1,1
final,ogb_cube,82715,76,7510,124,148,1,1
final,ogb_cube,82715,77,7645,153,177,1,1
final,ogb_cube,82715,78,7727,156,180,1,1
final,ogb_cube,82715,79,8040,21,45,0,0
final,ogb_cube,82715,80,8160,110,134,0,0
final,ogb_cube,82715,81,8203,60,84,1,1
final,ogb_cube,82715,82,8522,163,187,1,1
final,ogb_cube,82715,83,8589,84,108,1,1
final,ogb_cube,82715,84,8620,1,25,1,1
final,ogb_cube,82715,85,8657,125,149,1,1
final,ogb_cube,82715,86,8671,29,53,0,0
final,ogb_cube,82715,87,8715,143,167,1,1
final,ogb_cube,82715,88,8932,37,61,0,0
final,ogb_cube,82715,89,8935,113,137,1,1
final,ogb_cube,82715,90,9118,54,78,0,0
final,ogb_cube,82715,91,9149,98,122,0,0
final,ogb_cube,82715,92,9173,83,107,1,1
final,ogb_cube,82715,93,9333,47,71,0,1
final,ogb_cube,82715,94,9413,86,110,1,1
final,ogb_cube,82715,95,9509,104,128,0,0
final,ogb_cube,82715,96,9758,137,161,1,0
final,ogb_cube,82715,97,9771,169,193,1,1
final,ogb_cube,82715,98,9796,67,91,1,1
final,ogb_cube,82715,99,9966,59,83,1,1
final,ogb_cube,86604,0,359,112,136,1,1
final,ogb_cube,86604,1,435,103,127,0,0
final,ogb_cube,86604,2,475,70,94,1,1
final,ogb_cube,86604,3,892,23,47,0,0
final,ogb_cube,86604,4,914,2,26,1,1
final,ogb_cube,86604,5,1031,89,113,1,1
final,ogb_cube,86604,6,1177,111,135,1,1
final,ogb_cube,86604,7,1372,155,179,1,1
final,ogb_cube,86604,8,1429,120,144,0,1
final,ogb_cube,86604,9,1498,34,58,0,0
final,ogb_cube,86604,10,1714,106,130,0,0
final,ogb_cube,86604,11,1803,146,170,1,1
final,ogb_cube,86604,12,1936,46,70,1,1
final,ogb_cube,86604,13,1939,13,37,0,0
final,ogb_cube,86604,14,1948,172,196,1,1
final,ogb_cube,86604,15,2038,159,183,1,1
final,ogb_cube,86604,16,2053,129,153,1,1
final,ogb_cube,86604,17,2300,88,112,1,1
final,ogb_cube,86604,18,2310,126,150,1,1
final,ogb_cube,86604,19,2316,89,113,1,1
final,ogb_cube,86604,20,2379,71,95,1,1
final,ogb_cube,86604,21,2416,76,100,1,1
final,ogb_cube,86604,22,2706,69,93,1,1
final,ogb_cube,86604,23,2864,97,121,1,1
final,ogb_cube,86604,24,2912,15,39,0,0
final,ogb_cube,86604,25,3039,64,88,1,1
final,ogb_cube,86604,26,3097,66,90,1,1
final,ogb_cube,86604,27,3552,127,151,1,1
final,ogb_cube,86604,28,3597,58,82,1,1
final,ogb_cube,86604,29,3823,139,163,1,1
final,ogb_cube,86604,30,3838,24,48,0,0
final,ogb_cube,86604,31,3879,163,187,1,1
final,ogb_cube,86604,32,4194,28,52,1,0
final,ogb_cube,86604,33,4222,151,175,1,1
final,ogb_cube,86604,34,4224,78,102,1,1
final,ogb_cube,86604,35,4265,115,139,1,1
final,ogb_cube,86604,36,4348,83,107,1,1
final,ogb_cube,86604,37,4360,12,36,0,0
final,ogb_cube,86604,38,4469,6,30,1,1
final,ogb_cube,86604,39,4644,62,86,1,1
final,ogb_cube,86604,40,4766,169,193,1,1
final,ogb_cube,86604,41,4872,148,172,1,1
final,ogb_cube,86604,42,5037,87,111,1,1
final,ogb_cube,86604,43,5141,97,121,0,0
final,ogb_cube,86604,44,5142,60,84,1,1
final,ogb_cube,86604,45,5379,73,97,1,1
final,ogb_cube,86604,46,5391,100,124,0,0
final,ogb_cube,86604,47,5456,54,78,1,1
final,ogb_cube,86604,48,5594,167,191,1,1
final,ogb_cube,86604,49,5970,79,103,1,1
final,ogb_cube,86604,50,5982,80,104,1,1
final,ogb_cube,86604,51,6004,48,72,0,0
final,ogb_cube,86604,52,6081,142,166,1,1
final,ogb_cube,86604,53,6097,167,191,1,1
final,ogb_cube,86604,54,6154,153,177,1,1
final,ogb_cube,86604,55,6273,81,105,1,1
final,ogb_cube,86604,56,6497,143,167,1,1
final,ogb_cube,86604,57,6499,116,140,1,1
final,ogb_cube,86604,58,6537,5,29,1,1
final,ogb_cube,86604,59,6553,28,52,0,0
final,ogb_cube,86604,60,6571,170,194,1,1
final,ogb_cube,86604,61,6759,74,98,1,1
final,ogb_cube,86604,62,6811,87,111,1,1
final,ogb_cube,86604,63,7113,85,109,1,1
final,ogb_cube,86604,64,7296,34,58,0,0
final,ogb_cube,86604,65,7315,150,174,1,1
final,ogb_cube,86604,66,7354,113,137,0,0
final,ogb_cube,86604,67,7403,127,151,1,1
final,ogb_cube,86604,68,7470,40,64,0,0
final,ogb_cube,86604,69,7487,1,25,1,1
final,ogb_cube,86604,70,7529,129,153,1,1
final,ogb_cube,86604,71,7594,126,150,1,1
final,ogb_cube,86604,72,7645,88,112,1,1
final,ogb_cube,86604,73,7651,25,49,0,0
final,ogb_cube,86604,74,7662,173,197,1,1
final,ogb_cube,86604,75,7780,108,132,0,0
final,ogb_cube,86604,76,7867,11,35,0,0
final,ogb_cube,86604,77,8049,111,135,0,0
final,ogb_cube,86604,78,8117,125,149,1,1
final,ogb_cube,86604,79,8196,62,86,1,1
final,ogb_cube,86604,80,8342,49,73,0,0
final,ogb_cube,86604,81,8344,161,185,1,1
final,ogb_cube,86604,82,8361,99,123,0,0
final,ogb_cube,86604,83,8542,66,90,1,1
final,ogb_cube,86604,84,8544,132,156,1,1
final,ogb_cube,86604,85,8552,141,165,1,1
final,ogb_cube,86604,86,8772,170,194,1,1
final,ogb_cube,86604,87,8789,35,59,0,0
final,ogb_cube,86604,88,8878,55,79,1,0
final,ogb_cube,86604,89,8954,17,41,0,0
final,ogb_cube,86604,90,8975,118,142,1,1
final,ogb_cube,86604,91,9105,51,75,1,0
final,ogb_cube,86604,92,9124,37,61,1,1
final,ogb_cube,86604,93,9189,48,72,0,0
final,ogb_cube,86604,94,9239,9,33,1,1
final,ogb_cube,86604,95,9258,2,26,1,1
final,ogb_cube,86604,96,9440,136,160,1,1
final,ogb_cube,86604,97,9525,143,167,1,1
final,ogb_cube,86604,98,9578,30,54,0,0
final,ogb_cube,86604,99,9758,127,151,1,1
final,ogb_cube,91943,0,118,149,173,1,1
final,ogb_cube,91943,1,184,137,161,1,1
final,ogb_cube,91943,2,560,62,86,1,1
final,ogb_cube,91943,3,615,73,97,1,1
final,ogb_cube,91943,4,621,42,66,0,0
final,ogb_cube,91943,5,666,92,116,1,1
final,ogb_cube,91943,6,762,18,42,0,0
final,ogb_cube,91943,7,860,175,199,1,1
final,ogb_cube,91943,8,1309,119,143,1,1
final,ogb_cube,91943,9,2042,159,183,1,1
final,ogb_cube,91943,10,2093,175,199,1,1
final,ogb_cube,91943,11,2127,31,55,0,0
final,ogb_cube,91943,12,2254,155,179,1,1
final,ogb_cube,91943,13,2625,142,166,1,1
final,ogb_cube,91943,14,2739,150,174,1,1
final,ogb_cube,91943,15,2784,108,132,1,0
final,ogb_cube,91943,16,2973,105,129,0,0
final,ogb_cube,91943,17,2996,63,87,1,1
final,ogb_cube,91943,18,3041,1,25,1,1
final,ogb_cube,91943,19,3142,112,136,1,1
final,ogb_cube,91943,20,3306,160,184,1,1
final,ogb_cube,91943,21,3311,100,124,0,0
final,ogb_cube,91943,22,3365,159,183,1,1
final,ogb_cube,91943,23,3538,6,30,1,1
final,ogb_cube,91943,24,3876,137,161,1,1
final,ogb_cube,91943,25,3963,114,138,1,0
final,ogb_cube,91943,26,4237,112,136,0,1
final,ogb_cube,91943,27,4252,137,161,0,1
final,ogb_cube,91943,28,4283,169,193,1,1
final,ogb_cube,91943,29,4401,154,178,1,1
final,ogb_cube,91943,30,4454,123,147,1,1
final,ogb_cube,91943,31,4608,80,104,1,1
final,ogb_cube,91943,32,4680,136,160,1,1
final,ogb_cube,91943,33,4760,138,162,1,1
final,ogb_cube,91943,34,4899,135,159,1,1
final,ogb_cube,91943,35,4939,154,178,1,1
final,ogb_cube,91943,36,4971,136,160,1,1
final,ogb_cube,91943,37,5038,14,38,0,0
final,ogb_cube,91943,38,5051,35,59,0,0
final,ogb_cube,91943,39,5138,96,120,1,1
final,ogb_cube,91943,40,5151,63,87,1,1
final,ogb_cube,91943,41,5219,17,41,0,0
final,ogb_cube,91943,42,5247,26,50,0,0
final,ogb_cube,91943,43,5340,145,169,1,1
final,ogb_cube,91943,44,5418,128,152,1,1
final,ogb_cube,91943,45,5439,57,81,1,1
final,ogb_cube,91943,46,5442,64,88,1,1
final,ogb_cube,91943,47,5446,63,87,1,1
final,ogb_cube,91943,48,5596,93,117,1,1
final,ogb_cube,91943,49,6045,9,33,0,0
final,ogb_cube,91943,50,6091,122,146,0,1
final,ogb_cube,91943,51,6121,169,193,1,1
final,ogb_cube,91943,52,6216,156,180,1,1
final,ogb_cube,91943,53,6279,13,37,0,0
final,ogb_cube,91943,54,6306,87,111,1,1
final,ogb_cube,91943,55,6324,171,195,1,1
final,ogb_cube,91943,56,6349,18,42,0,0
final,ogb_cube,91943,57,6401,78,102,1,1
final,ogb_cube,91943,58,6435,6,30,1,1
final,ogb_cube,91943,59,6730,100,124,0,0
final,ogb_cube,91943,60,6810,59,83,1,1
final,ogb_cube,91943,61,6871,38,62,1,1
final,ogb_cube,91943,62,6874,31,55,0,0
final,ogb_cube,91943,63,6986,73,97,1,1
final,ogb_cube,91943,64,7105,169,193,1,1
final,ogb_cube,91943,65,7182,51,75,1,1
final,ogb_cube,91943,66,7361,104,128,0,0
final,ogb_cube,91943,67,7405,2,26,1,1
final,ogb_cube,91943,68,7471,164,188,1,1
final,ogb_cube,91943,69,7557,25,49,0,1
final,ogb_cube,91943,70,7601,115,139,0,1
final,ogb_cube,91943,71,7649,126,150,1,1
final,ogb_cube,91943,72,7747,63,87,1,1
final,ogb_cube,91943,73,7822,14,38,0,0
final,ogb_cube,91943,74,7933,36,60,1,1
final,ogb_cube,91943,75,8063,15,39,0,0
final,ogb_cube,91943,76,8063,79,103,1,1
final,ogb_cube,91943,77,8116,34,58,1,0
final,ogb_cube,91943,78,8120,61,85,1,1
final,ogb_cube,91943,79,8177,67,91,1,1
final,ogb_cube,91943,80,8217,165,189,1,1
final,ogb_cube,91943,81,8340,78,102,1,1
final,ogb_cube,91943,82,8523,138,162,1,1
final,ogb_cube,91943,83,8545,69,93,1,1
final,ogb_cube,91943,84,8630,32,56,0,0
final,ogb_cube,91943,85,8674,89,113,1,1
final,ogb_cube,91943,86,8784,143,167,1,1
final,ogb_cube,91943,87,8851,106,130,1,0
final,ogb_cube,91943,88,8864,34,58,0,1
final,ogb_cube,91943,89,8926,33,57,1,1
final,ogb_cube,91943,90,9043,9,33,0,0
final,ogb_cube,91943,91,9128,135,159,1,1
final,ogb_cube,91943,92,9267,151,175,1,1
final,ogb_cube,91943,93,9585,172,196,1,1
final,ogb_cube,91943,94,9734,76,100,1,1
final,ogb_cube,91943,95,9746,167,191,1,1
final,ogb_cube,91943,96,9943,123,147,1,1
final,ogb_cube,91943,97,9966,136,160,1,0
final,ogb_cube,91943,98,9967,130,154,0,1
final,ogb_cube,91943,99,9969,18,42,0,0
final,reacher,2002,0,40,82,106,1,1
final,reacher,2002,1,70,76,100,1,1
final,reacher,2002,2,365,161,185,1,1
final,reacher,2002,3,445,151,175,1,1
final,reacher,2002,4,783,96,120,1,1
final,reacher,2002,5,791,60,84,1,1
final,reacher,2002,6,892,60,84,0,1
final,reacher,2002,7,910,104,128,1,1
final,reacher,2002,8,1000,103,127,1,1
final,reacher,2002,9,1058,162,186,1,1
final,reacher,2002,10,1079,140,164,1,1
final,reacher,2002,11,1103,51,75,1,1
final,reacher,2002,12,1256,31,55,1,1
final,reacher,2002,13,1323,75,99,1,1
final,reacher,2002,14,1335,136,160,1,1
final,reacher,2002,15,1364,35,59,1,1
final,reacher,2002,16,1374,26,50,1,1
final,reacher,2002,17,1438,51,75,1,1
final,reacher,2002,18,1450,35,59,1,0
final,reacher,2002,19,1512,85,109,1,1
final,reacher,2002,20,1521,26,50,1,1
final,reacher,2002,21,1577,164,188,1,1
final,reacher,2002,22,1716,33,57,1,1
final,reacher,2002,23,1796,155,179,1,1
final,reacher,2002,24,1813,29,53,1,1
final,reacher,2002,25,1915,100,124,1,1
final,reacher,2002,26,1962,38,62,1,1
final,reacher,2002,27,1965,72,96,1,1
final,reacher,2002,28,2120,35,59,1,1
final,reacher,2002,29,2234,108,132,1,1
final,reacher,2002,30,2235,31,55,1,1
final,reacher,2002,31,2266,0,24,1,1
final,reacher,2002,32,2304,77,101,1,1
final,reacher,2002,33,2382,126,150,1,1
final,reacher,2002,34,2388,68,92,1,1
final,reacher,2002,35,2474,140,164,1,1
final,reacher,2002,36,2475,94,118,1,1
final,reacher,2002,37,2482,21,45,1,1
final,reacher,2002,38,2490,157,181,1,1
final,reacher,2002,39,2506,42,66,1,1
final,reacher,2002,40,2676,131,155,1,1
final,reacher,2002,41,2958,97,121,0,1
final,reacher,2002,42,3153,121,145,1,1
final,reacher,2002,43,3186,128,152,1,1
final,reacher,2002,44,3252,116,140,1,1
final,reacher,2002,45,3549,28,52,1,1
final,reacher,2002,46,3740,98,122,1,1
final,reacher,2002,47,3763,141,165,1,1
final,reacher,2002,48,4089,175,199,1,1
final,reacher,2002,49,4127,7,31,1,1
final,reacher,2002,50,4138,70,94,1,1
final,reacher,2002,51,4400,37,61,1,1
final,reacher,2002,52,4520,49,73,1,1
final,reacher,2002,53,4521,135,159,1,1
final,reacher,2002,54,4551,63,87,1,1
final,reacher,2002,55,4564,110,134,1,1
final,reacher,2002,56,4586,42,66,1,1
final,reacher,2002,57,4773,107,131,1,1
final,reacher,2002,58,4808,36,60,1,1
final,reacher,2002,59,5104,136,160,1,1
final,reacher,2002,60,5149,111,135,1,1
final,reacher,2002,61,5194,36,60,0,1
final,reacher,2002,62,5441,142,166,1,1
final,reacher,2002,63,5700,139,163,1,1
final,reacher,2002,64,5731,136,160,1,1
final,reacher,2002,65,5772,136,160,1,1
final,reacher,2002,66,5906,40,64,1,1
final,reacher,2002,67,5935,120,144,1,1
final,reacher,2002,68,6076,136,160,1,1
final,reacher,2002,69,6143,110,134,1,1
final,reacher,2002,70,6479,162,186,1,1
final,reacher,2002,71,6580,135,159,1,1
final,reacher,2002,72,6802,65,89,1,1
final,reacher,2002,73,6924,151,175,1,1
final,reacher,2002,74,7240,37,61,1,1
final,reacher,2002,75,7368,78,102,1,1
final,reacher,2002,76,7633,43,67,0,1
final,reacher,2002,77,7713,113,137,1,1
final,reacher,2002,78,7890,104,128,1,1
final,reacher,2002,79,8134,57,81,1,1
final,reacher,2002,80,8288,104,128,1,1
final,reacher,2002,81,8375,140,164,1,1
final,reacher,2002,82,8451,72,96,1,1
final,reacher,2002,83,8568,30,54,1,1
final,reacher,2002,84,8862,142,166,1,1
final,reacher,2002,85,8887,16,40,1,1
final,reacher,2002,86,8963,170,194,1,1
final,reacher,2002,87,8988,169,193,1,1
final,reacher,2002,88,9016,153,177,1,1
final,reacher,2002,89,9143,91,115,1,1
final,reacher,2002,90,9241,32,56,1,1
final,reacher,2002,91,9336,72,96,1,1
final,reacher,2002,92,9362,77,101,1,1
final,reacher,2002,93,9470,16,40,1,1
final,reacher,2002,94,9562,164,188,1,1
final,reacher,2002,95,9606,102,126,1,1
final,reacher,2002,96,9719,164,188,1,1
final,reacher,2002,97,9734,107,131,1,1
final,reacher,2002,98,9818,10,34,1,1
final,reacher,2002,99,9940,86,110,1,1
final,reacher,71623,0,30,74,98,1,1
final,reacher,71623,1,38,103,127,1,1
final,reacher,71623,2,103,102,126,1,1
final,reacher,71623,3,180,103,127,1,1
final,reacher,71623,4,420,165,189,1,1
final,reacher,71623,5,491,77,101,1,1
final,reacher,71623,6,523,96,120,1,1
final,reacher,71623,7,619,143,167,1,1
final,reacher,71623,8,964,60,84,1,1
final,reacher,71623,9,1318,61,85,1,1
final,reacher,71623,10,1398,106,130,1,1
final,reacher,71623,11,1435,19,43,1,1
final,reacher,71623,12,1510,103,127,1,1
final,reacher,71623,13,1533,86,110,1,1
final,reacher,71623,14,1653,44,68,1,1
final,reacher,71623,15,1748,168,192,0,1
final,reacher,71623,16,1882,120,144,1,1
final,reacher,71623,17,2042,27,51,1,1
final,reacher,71623,18,2155,10,34,1,1
final,reacher,71623,19,2155,143,167,1,1
final,reacher,71623,20,2256,173,197,1,1
final,reacher,71623,21,2258,17,41,1,1
final,reacher,71623,22,2263,152,176,1,1
final,reacher,71623,23,2277,91,115,1,1
final,reacher,71623,24,2414,87,111,1,1
final,reacher,71623,25,2448,48,72,1,1
final,reacher,71623,26,2466,145,169,1,1
final,reacher,71623,27,2552,39,63,1,1
final,reacher,71623,28,2583,108,132,1,1
final,reacher,71623,29,2690,168,192,1,1
final,reacher,71623,30,2748,10,34,1,1
final,reacher,71623,31,2843,32,56,1,1
final,reacher,71623,32,2931,119,143,1,1
final,reacher,71623,33,2952,72,96,1,1
final,reacher,71623,34,2972,11,35,1,1
final,reacher,71623,35,3026,95,119,1,1
final,reacher,71623,36,3044,17,41,1,1
final,reacher,71623,37,3111,102,126,1,1
final,reacher,71623,38,3152,8,32,1,1
final,reacher,71623,39,3467,47,71,1,1
final,reacher,71623,40,3519,15,39,1,1
final,reacher,71623,41,3612,133,157,1,1
final,reacher,71623,42,3676,15,39,1,1
final,reacher,71623,43,3739,74,98,1,1
final,reacher,71623,44,3756,157,181,1,1
final,reacher,71623,45,3793,166,190,1,1
final,reacher,71623,46,3914,28,52,1,1
final,reacher,71623,47,4203,74,98,1,1
final,reacher,71623,48,4275,156,180,1,1
final,reacher,71623,49,4344,107,131,1,1
final,reacher,71623,50,4391,47,71,1,1
final,reacher,71623,51,4403,128,152,1,1
final,reacher,71623,52,4589,122,146,1,1
final,reacher,71623,53,4705,68,92,1,1
final,reacher,71623,54,4978,3,27,1,1
final,reacher,71623,55,5137,25,49,1,1
final,reacher,71623,56,5186,131,155,1,1
final,reacher,71623,57,5189,65,89,1,1
final,reacher,71623,58,5237,153,177,1,1
final,reacher,71623,59,5468,6,30,1,1
final,reacher,71623,60,6047,6,30,1,1
final,reacher,71623,61,6141,72,96,1,1
final,reacher,71623,62,6142,70,94,1,1
final,reacher,71623,63,6189,154,178,1,1
final,reacher,71623,64,6348,28,52,1,1
final,reacher,71623,65,6424,56,80,1,1
final,reacher,71623,66,6440,144,168,1,1
final,reacher,71623,67,6517,107,131,1,1
final,reacher,71623,68,6600,115,139,1,1
final,reacher,71623,69,6757,116,140,1,1
final,reacher,71623,70,6760,165,189,1,1
final,reacher,71623,71,6881,13,37,1,1
final,reacher,71623,72,6987,125,149,1,1
final,reacher,71623,73,7234,153,177,1,1
final,reacher,71623,74,7329,90,114,1,1
final,reacher,71623,75,7343,9,33,1,1
final,reacher,71623,76,7465,138,162,1,0
final,reacher,71623,77,7686,161,185,1,1
final,reacher,71623,78,7773,7,31,1,1
final,reacher,71623,79,7818,105,129,1,1
final,reacher,71623,80,7851,145,169,1,1
final,reacher,71623,81,7981,173,197,1,1
final,reacher,71623,82,8106,141,165,1,1
final,reacher,71623,83,8109,32,56,1,1
final,reacher,71623,84,8133,67,91,1,1
final,reacher,71623,85,8186,145,169,1,1
final,reacher,71623,86,8328,130,154,1,1
final,reacher,71623,87,8696,16,40,1,1
final,reacher,71623,88,8821,111,135,1,1
final,reacher,71623,89,8922,25,49,1,1
final,reacher,71623,90,8948,71,95,1,1
final,reacher,71623,91,8995,75,99,1,1
final,reacher,71623,92,9007,6,30,1,1
final,reacher,71623,93,9364,65,89,1,1
final,reacher,71623,94,9423,89,113,1,1
final,reacher,71623,95,9509,82,106,1,1
final,reacher,71623,96,9517,30,54,1,1
final,reacher,71623,97,9550,149,173,1,1
final,reacher,71623,98,9666,30,54,1,1
final,reacher,71623,99,9704,113,137,1,1
final,reacher,82715,0,93,164,188,1,1
final,reacher,82715,1,122,48,72,1,1
final,reacher,82715,2,318,60,84,1,1
final,reacher,82715,3,791,98,122,1,1
final,reacher,82715,4,798,110,134,1,1
final,reacher,82715,5,891,47,71,1,1
final,reacher,82715,6,999,140,164,1,1
final,reacher,82715,7,1005,77,101,0,1
final,reacher,82715,8,1117,118,142,1,1
final,reacher,82715,9,1242,119,143,1,1
final,reacher,82715,10,1356,97,121,1,1
final,reacher,82715,11,1562,117,141,1,1
final,reacher,82715,12,1628,87,111,1,1
final,reacher,82715,13,1834,39,63,1,1
final,reacher,82715,14,2142,15,39,1,1
final,reacher,82715,15,2236,118,142,1,1
final,reacher,82715,16,2297,117,141,1,1
final,reacher,82715,17,2429,80,104,1,1
final,reacher,82715,18,2717,83,107,1,1
final,reacher,82715,19,2764,24,48,1,1
final,reacher,82715,20,2837,144,168,1,1
final,reacher,82715,21,2862,41,65,1,1
final,reacher,82715,22,2971,110,134,1,1
final,reacher,82715,23,3124,15,39,1,1
final,reacher,82715,24,3173,154,178,1,1
final,reacher,82715,25,3178,126,150,1,1
final,reacher,82715,26,3192,143,167,1,1
final,reacher,82715,27,3221,157,181,1,1
final,reacher,82715,28,3260,47,71,1,1
final,reacher,82715,29,3261,27,51,1,1
final,reacher,82715,30,3450,33,57,1,1
final,reacher,82715,31,3547,88,112,1,1
final,reacher,82715,32,3553,147,171,1,1
final,reacher,82715,33,3754,58,82,1,1
final,reacher,82715,34,3840,77,101,1,1
final,reacher,82715,35,3939,70,94,1,1
final,reacher,82715,36,3981,170,194,1,1
final,reacher,82715,37,4025,90,114,1,1
final,reacher,82715,38,4120,109,133,1,1
final,reacher,82715,39,4216,36,60,1,1
final,reacher,82715,40,4253,147,171,1,1
final,reacher,82715,41,4401,131,155,1,1
final,reacher,82715,42,4596,119,143,1,1
final,reacher,82715,43,4610,112,136,1,1
final,reacher,82715,44,4662,50,74,1,1
final,reacher,82715,45,4669,6,30,1,1
final,reacher,82715,46,4803,56,80,1,1
final,reacher,82715,47,5155,141,165,1,1
final,reacher,82715,48,5176,78,102,1,1
final,reacher,82715,49,5180,37,61,1,1
final,reacher,82715,50,5264,130,154,1,1
final,reacher,82715,51,5369,65,89,1,1
final,reacher,82715,52,5470,3,27,1,1
final,reacher,82715,53,5528,121,145,1,1
final,reacher,82715,54,5607,10,34,1,1
final,reacher,82715,55,5748,156,180,1,1
final,reacher,82715,56,5771,3,27,1,1
final,reacher,82715,57,5825,67,91,1,1
final,reacher,82715,58,5967,65,89,1,1
final,reacher,82715,59,6034,119,143,1,1
final,reacher,82715,60,6173,11,35,1,1
final,reacher,82715,61,6178,138,162,1,1
final,reacher,82715,62,6205,103,127,1,0
final,reacher,82715,63,6396,69,93,1,1
final,reacher,82715,64,6483,109,133,1,0
final,reacher,82715,65,6681,123,147,1,0
final,reacher,82715,66,6719,12,36,1,1
final,reacher,82715,67,6728,98,122,1,1
final,reacher,82715,68,6736,162,186,1,1
final,reacher,82715,69,6910,134,158,1,1
final,reacher,82715,70,6954,35,59,1,1
final,reacher,82715,71,7035,91,115,1,1
final,reacher,82715,72,7046,40,64,1,1
final,reacher,82715,73,7084,38,62,1,1
final,reacher,82715,74,7149,23,47,1,1
final,reacher,82715,75,7279,83,107,1,1
final,reacher,82715,76,7510,124,148,1,1
final,reacher,82715,77,7645,153,177,1,1
final,reacher,82715,78,7727,156,180,1,1
final,reacher,82715,79,8040,21,45,1,1
final,reacher,82715,80,8160,110,134,1,1
final,reacher,82715,81,8203,60,84,0,0
final,reacher,82715,82,8522,163,187,1,1
final,reacher,82715,83,8589,84,108,1,1
final,reacher,82715,84,8620,1,25,1,1
final,reacher,82715,85,8657,125,149,1,1
final,reacher,82715,86,8671,29,53,1,1
final,reacher,82715,87,8715,143,167,1,1
final,reacher,82715,88,8932,37,61,1,1
final,reacher,82715,89,8935,113,137,1,1
final,reacher,82715,90,9118,54,78,1,1
