stage,environment,seed,episode_index,dataset_episode,start_step,goal_step,published_success,retrained_success
screen,pusht,1,48,18091,1,25,0,1
screen,pusht,1,49,18192,25,49,1,1
screen,pusht,2,0,808,38,62,1,1
screen,pusht,2,1,1040,47,71,1,1
screen,pusht,2,2,1754,61,85,1,1
screen,pusht,2,3,2136,43,67,1,1
screen,pusht,2,4,2979,137,161,1,1
screen,pusht,2,5,3607,50,74,1,1
screen,pusht,2,6,3619,33,57,1,1
screen,pusht,2,7,3837,27,51,1,1
screen,pusht,2,8,4106,78,102,1,1
screen,pusht,2,9,4909,27,51,1,1
screen,pusht,2,10,4931,97,121,1,1
screen,pusht,2,11,5103,33,57,1,1
screen,pusht,2,12,5499,26,50,1,1
screen,pusht,2,13,5716,31,55,1,1
screen,pusht,2,14,5953,52,76,1,1
screen,pusht,2,15,6196,69,93,1,1
screen,pusht,2,16,6227,7,31,1,1
screen,pusht,2,17,6498,26,50,1,1
screen,pusht,2,18,7194,53,77,1,1
screen,pusht,2,19,7403,59,83,1,1
screen,pusht,2,20,7884,16,40,1,1
screen,pusht,2,21,8060,45,69,1,1
screen,pusht,2,22,8229,122,146,1,1
screen,pusht,2,23,8507,4,28,1,1
screen,pusht,2,24,9825,2,26,1,1
screen,pusht,2,25,10605,13,37,0,1
screen,pusht,2,26,10665,68,92,0,1
screen,pusht,2,27,10968,35,59,1,1
screen,pusht,2,28,11284,125,149,0,1
screen,pusht,2,29,11803,62,86,1,1
screen,pusht,2,30,12261,47,71,1,1
screen,pusht,2,31,12456,26,50,1,1
screen,pusht,2,32,12600,3,27,0,1
screen,pusht,2,33,12730,8,32,1,1
screen,pusht,2,34,12873,15,39,1,1
screen,pusht,2,35,13441,74,98,0,1
screen,pusht,2,36,13912,51,75,1,1
screen,pusht,2,37,14367,39,63,1,1
screen,pusht,2,38,15124,75,99,1,1
screen,pusht,2,39,15141,19,43,0,1
screen,pusht,2,40,15678,96,120,1,1
screen,pusht,2,41,16125,1,25,0,0
screen,pusht,2,42,16214,54,78,1,1
screen,pusht,2,43,16243,95,119,1,1
screen,pusht,2,44,16482,59,83,1,1
screen,pusht,2,45,17352,116,140,1,1
screen,pusht,2,46,17574,21,45,1,1
screen,pusht,2,47,17884,35,59,1,1
screen,pusht,2,48,18083,17,41,0,1
screen,pusht,2,49,18527,58,82,1,1
screen,pusht,42,0,1235,36,60,1,1
screen,pusht,42,1,1316,129,153,1,1
screen,pusht,42,2,1639,40,64,1,1
screen,pusht,42,3,1694,59,83,1,1
screen,pusht,42,4,1761,19,43,1,1
screen,pusht,42,5,1820,13,37,1,1
screen,pusht,42,6,2635,114,138,1,1
screen,pusht,42,7,3184,115,139,1,1
screen,pusht,42,8,3517,2,26,1,1
screen,pusht,42,9,3838,133,157,1,1
screen,pusht,42,10,4299,20,44,1,1
screen,pusht,42,11,5123,126,150,1,1
screen,pusht,42,12,6651,49,73,1,1
screen,pusht,42,13,6983,65,89,1,1
screen,pusht,42,14,7572,116,140,0,0
screen,pusht,42,15,8235,10,34,1,1
screen,pusht,42,16,8313,130,154,1,1
screen,pusht,42,17,8373,101,125,1,1
screen,pusht,42,18,8408,89,113,1,1
screen,pusht,42,19,8486,37,61,0,1
screen,pusht,42,20,8488,20,44,1,1
screen,pusht,42,21,9591,26,50,1,1
screen,pusht,42,22,9864,50,74,1,1
screen,pusht,42,23,10117,135,159,1,1
screen,pusht,42,24,10378,28,52,1,1
screen,pusht,42,25,10489,33,57,1,1
screen,pusht,42,26,11775,25,49,1,1
screen,pusht,42,27,12047,95,119,1,1
screen,pusht,42,28,12221,46,70,1,1
screen,pusht,42,29,12591,155,179,1,1
screen,pusht,42,30,12961,25,49,1,1
screen,pusht,42,31,13029,32,56,1,1
screen,pusht,42,32,13303,72,96,0,1
screen,pusht,42,33,13586,35,59,1,1
screen,pusht,42,34,14033,87,111,1,1
screen,pusht,42,35,14108,35,59,1,1
screen,pusht,42,36,14327,27,51,1,1
screen,pusht,42,37,14432,47,71,1,1
screen,pusht,42,38,14474,98,122,1,0
screen,pusht,42,39,14526,126,150,1,1
screen,pusht,42,40,15277,42,66,1,1
screen,pusht,42,41,15435,19,43,1,1
screen,pusht,42,42,15701,33,57,1,1
screen,pusht,42,43,16015,137,161,1,1
screen,pusht,42,44,16019,72,96,1,1
screen,pusht,42,45,16399,75,99,1,1
screen,pusht,42,46,16532,35,59,1,1
screen,pusht,42,47,17264,9,33,1,1
screen,pusht,42,48,17939,40,64,1,1
screen,pusht,42,49,18054,21,45,1,1
screen,pusht,100,0,77,59,83,0,0
screen,pusht,100,1,845,44,68,1,1
screen,pusht,100,2,1544,56,80,1,1
screen,pusht,100,3,2501,8,32,1,1
screen,pusht,100,4,2578,31,55,1,1
screen,pusht,100,5,2642,108,132,1,1
screen,pusht,100,6,2892,73,97,1,1
screen,pusht,100,7,2933,146,170,1,1
screen,pusht,100,8,3654,31,55,1,1
screen,pusht,100,9,4322,3,27,0,0
screen,pusht,100,10,5233,64,88,1,1
screen,pusht,100,11,5314,84,108,1,1
screen,pusht,100,12,6036,64,88,1,1
screen,pusht,100,13,6048,11,35,0,0
screen,pusht,100,14,7444,5,29,1,1
screen,pusht,100,15,7798,2,26,1,1
screen,pusht,100,16,8206,122,146,1,1
screen,pusht,100,17,8374,53,77,1,1
screen,pusht,100,18,8458,70,94,1,1
screen,pusht,100,19,9481,61,85,1,1
screen,pusht,100,20,9625,50,74,1,1
screen,pusht,100,21,9705,36,60,1,1
screen,pusht,100,22,10224,27,51,1,1
screen,pusht,100,23,10848,34,58,1,1
screen,pusht,100,24,10995,4,28,0,1
screen,pusht,100,25,11102,23,47,1,1
screen,pusht,100,26,11239,2,26,1,1
screen,pusht,100,27,11240,3,27,0,0
screen,pusht,100,28,11282,81,105,1,1
screen,pusht,100,29,11730,46,70,1,1
screen,pusht,100,30,12790,119,143,1,1
screen,pusht,100,31,12804,113,137,1,1
screen,pusht,100,32,13327,85,109,0,1
screen,pusht,100,33,13388,42,66,1,1
screen,pusht,100,34,14193,152,176,1,1
screen,pusht,100,35,14245,65,89,1,1
screen,pusht,100,36,14336,0,24,0,1
screen,pusht,100,37,14596,33,57,1,1
screen,pusht,100,38,14790,35,59,1,1
screen,pusht,100,39,15647,75,99,1,1
screen,pusht,100,40,16063,0,24,0,0
screen,pusht,100,41,16273,9,33,1,1
screen,pusht,100,42,16928,43,67,1,1
screen,pusht,100,43,17228,46,70,1,1
screen,pusht,100,44,17604,81,105,1,1
screen,pusht,100,45,17996,52,76,1,1
screen,pusht,100,46,18137,0,24,1,1
screen,pusht,100,47,18210,0,24,1,1
screen,pusht,100,48,18595,7,31,1,1
screen,pusht,100,49,18635,43,67,1,1
screen,tworoom,0,0,28,17,41,1,1
screen,tworoom,0,1,55,14,38,0,1
screen,tworoom,0,2,82,51,75,1,1
screen,tworoom,0,3,169,3,27,0,1
screen,tworoom,0,4,222,46,70,1,1
screen,tworoom,0,5,284,71,95,1,1
screen,tworoom,0,6,336,73,97,0,0
screen,tworoom,0,7,412,37,61,1,1
screen,tworoom,0,8,761,30,54,1,1
screen,tworoom,0,9,817,5,29,1,1
screen,tworoom,0,10,905,43,67,1,1
screen,tworoom,0,11,1250,18,42,1,1
screen,tworoom,0,12,1760,16,40,1,1
screen,tworoom,0,13,1764,19,43,1,1
screen,tworoom,0,14,2584,25,49,1,1
screen,tworoom,0,15,2702,41,65,1,1
screen,tworoom,0,16,2778,22,46,0,0
screen,tworoom,0,17,3003,8,32,0,1
screen,tworoom,0,18,3082,42,66,0,0
screen,tworoom,0,19,3950,56,80,1,1
screen,tworoom,0,20,4040,41,65,1,1
screen,tworoom,0,21,4235,36,60,1,1
screen,tworoom,0,22,4822,32,56,1,1
screen,tworoom,0,23,5047,14,38,1,1
screen,tworoom,0,24,5120,23,47,1,1
screen,tworoom,0,25,5264,19,43,1,1
screen,tworoom,0,26,5418,31,55,1,1
screen,tworoom,0,27,5440,14,38,0,1
screen,tworoom,0,28,5550,3,27,1,1
screen,tworoom,0,29,5608,8,32,1,1
screen,tworoom,0,30,6069,28,52,1,1
screen,tworoom,0,31,6157,45,69,1,1
screen,tworoom,0,32,6325,45,69,1,1
screen,tworoom,0,33,6373,13,37,1,1
screen,tworoom,0,34,6478,30,54,1,1
screen,tworoom,0,35,6500,30,54,1,1
screen,tworoom,0,36,6716,73,97,1,1
screen,tworoom,0,37,6719,22,46,1,1
screen,tworoom,0,38,7307,48,72,1,1
screen,tworoom,0,39,7309,19,43,1,1
screen,tworoom,0,40,7663,8,32,1,1
screen,tworoom,0,41,8145,52,76,1,1
screen,tworoom,0,42,8172,58,82,1,1
screen,tworoom,0,43,8480,28,52,1,1
screen,tworoom,0,44,8520,67,91,0,1
screen,tworoom,0,45,8589,25,49,1,1
screen,tworoom,0,46,8650,7,31,1,1
screen,tworoom,0,47,9139,63,87,1,1
screen,tworoom,0,48,9358,29,53,1,1
screen,tworoom,0,49,9711,8,32,1,1
screen,tworoom,1,0,201,51,75,1,1
screen,tworoom,1,1,277,40,64,1,1
screen,tworoom,1,2,351,31,55,1,1
screen,tworoom,1,3,626,7,31,1,1
screen,tworoom,1,4,870,39,63,1,1
screen,tworoom,1,5,1179,27,51,1,1
screen,tworoom,1,6,1246,65,89,1,1
screen,tworoom,1,7,1251,33,57,1,1
screen,tworoom,1,8,1347,1,25,0,0
screen,tworoom,1,9,1451,60,84,1,1
screen,tworoom,1,10,2039,24,48,1,1
screen,tworoom,1,11,2503,52,76,1,1
screen,tworoom,1,12,2581,38,62,1,1
screen,tworoom,1,13,2631,49,73,1,1
screen,tworoom,1,14,2736,55,79,1,1
screen,tworoom,1,15,2808,29,53,1,1
screen,tworoom,1,16,3039,1,25,1,1
screen,tworoom,1,17,3122,23,47,1,1
screen,tworoom,1,18,3306,67,91,1,1
screen,tworoom,1,19,3844,31,55,1,1
screen,tworoom,1,20,4038,68,92,1,1
screen,tworoom,1,21,4101,22,46,1,1
screen,tworoom,1,22,4241,25,49,1,1
screen,tworoom,1,23,4537,9,33,1,1
screen,tworoom,1,24,4544,71,95,1,1
screen,tworoom,1,25,4741,16,40,1,1
screen,tworoom,1,26,4862,37,61,1,1
screen,tworoom,1,27,4994,15,39,1,1
screen,tworoom,1,28,5034,48,72,1,1
screen,tworoom,1,29,5127,17,41,1,1
screen,tworoom,1,30,5386,16,40,1,1
screen,tworoom,1,31,5499,67,91,1,1
screen,tworoom,1,32,6445,72,96,1,1
screen,tworoom,1,33,7505,46,70,1,1
screen,tworoom,1,34,7520,17,41,1,1
screen,tworoom,1,35,7551,37,61,1,1
screen,tworoom,1,36,7567,2,26,1,1
screen,tworoom,1,37,7897,20,44,1,1
screen,tworoom,1,38,8188,63,87,1,1
screen,tworoom,1,39,8242,59,83,1,1
screen,tworoom,1,40,8289,46,70,1,1
screen,tworoom,1,41,8392,16,40,1,1
screen,tworoom,1,42,8674,36,60,1,1
screen,tworoom,1,43,8708,70,94,1,1
screen,tworoom,1,44,9052,48,72,1,1
screen,tworoom,1,45,9493,14,38,0,1
screen,tworoom,1,46,9510,31,55,1,1
screen,tworoom,1,47,9619,3,27,1,1
screen,tworoom,1,48,9771,31,55,1,1
screen,tworoom,1,49,9808,46,70,1,1
screen,tworoom,2,0,401,28,52,1,1
screen,tworoom,2,1,555,45,69,0,0
screen,tworoom,2,2,931,22,46,1,1
screen,tworoom,2,3,1107,12,36,0,1
screen,tworoom,2,4,1511,7,31,0,1
screen,tworoom,2,5,1879,45,69,1,1
screen,tworoom,2,6,1886,24,48,1,1
screen,tworoom,2,7,2017,67,91,1,1
screen,tworoom,2,8,2206,7,31,1,1
screen,tworoom,2,9,2611,21,45,1,1
screen,tworoom,2,10,2624,38,62,1,1
screen,tworoom,2,11,2754,1,25,0,1
screen,tworoom,2,12,2989,31,55,1,1
screen,tworoom,2,13,3062,54,78,1,1
screen,tworoom,2,14,3188,25,49,1,1
screen,tworoom,2,15,3337,65,89,1,1
screen,tworoom,2,16,3358,25,49,1,1
screen,tworoom,2,17,3471,4,28,1,1
screen,tworoom,2,18,3812,50,74,1,1
screen,tworoom,2,19,3926,9,33,1,1
screen,tworoom,2,20,4147,22,46,1,1
screen,tworoom,2,21,4236,21,45,1,1
screen,tworoom,2,22,4335,61,85,1,1
screen,tworoom,2,23,4523,57,81,1,1
screen,tworoom,2,24,5119,73,97,1,1
screen,tworoom,2,25,5591,23,47,1,1
screen,tworoom,2,26,5630,37,61,1,1
screen,tworoom,2,27,5805,35,59,1,1
screen,tworoom,2,28,6007,5,29,1,1
screen,tworoom,2,29,6335,51,75,1,1
screen,tworoom,2,30,6580,32,56,1,1
screen,tworoom,2,31,6702,73,97,1,1
screen,tworoom,2,32,6799,55,79,1,1
screen,tworoom,2,33,6844,44,68,1,1
screen,tworoom,2,34,6939,73,97,1,1
screen,tworoom,2,35,7298,51,75,1,1
screen,tworoom,2,36,7506,17,41,1,1
screen,tworoom,2,37,7769,17,41,1,1
screen,tworoom,2,38,8144,62,86,1,1
screen,tworoom,2,39,8155,46,70,1,1
screen,tworoom,2,40,8389,18,42,1,1
screen,tworoom,2,41,8697,51,75,1,1
screen,tworoom,2,42,8789,53,77,1,1
screen,tworoom,2,43,8818,43,67,1,1
screen,tworoom,2,44,8931,42,66,1,1
screen,tworoom,2,45,9357,26,50,1,1
screen,tworoom,2,46,9459,47,71,1,1
screen,tworoom,2,47,9679,6,30,1,1
screen,tworoom,2,48,9768,54,78,1,1
screen,tworoom,2,49,9927,71,95,1,1
screen,tworoom,42,0,644,42,66,1,1
screen,tworoom,42,1,687,68,92,0,0
screen,tworoom,42,2,872,25,49,1,1
screen,tworoom,42,3,905,16,40,0,1
screen,tworoom,42,4,933,20,44,1,1
screen,tworoom,42,5,953,17,41,1,1
screen,tworoom,42,6,1287,72,96,1,1
screen,tworoom,42,7,1661,21,45,1,1
screen,tworoom,42,8,1832,10,34,1,1
screen,tworoom,42,9,2019,36,60,1,1
screen,tworoom,42,10,2280,50,74,1,1
screen,tworoom,42,11,2773,13,37,1,1
screen,tworoom,42,12,3558,57,81,1,1
screen,tworoom,42,13,3719,39,63,1,1
screen,tworoom,42,14,4032,0,24,1,1
screen,tworoom,42,15,4339,7,31,1,1
screen,tworoom,42,16,4398,52,76,1,1
screen,tworoom,42,17,4445,6,30,1,1
screen,tworoom,42,18,4467,38,62,0,1
screen,tworoom,42,19,4515,21,45,1,1
screen,tworoom,42,20,4516,0,24,1,1
screen,tworoom,42,21,5014,72,96,1,1
screen,tworoom,42,22,5141,7,31,1,1
screen,tworoom,42,23,5272,33,57,1,1
screen,tworoom,42,24,5459,55,79,1,1
screen,tworoom,42,25,5552,36,60,1,1
screen,tworoom,42,26,6320,28,52,1,1
screen,tworoom,42,27,6446,26,50,1,1
screen,tworoom,42,28,6552,41,65,1,1
screen,tworoom,42,29,6791,37,61,1,1
screen,tworoom,42,30,6988,59,83,1,1
screen,tworoom,42,31,7021,44,68,0,0
screen,tworoom,42,32,7189,16,40,1,1
screen,tworoom,42,33,7370,22,46,1,1
screen,tworoom,42,34,7597,55,79,1,1
screen,tworoom,42,35,7627,48,72,0,1
screen,tworoom,42,36,7751,27,51,1,1
screen,tworoom,42,37,7797,32,56,1,1
screen,tworoom,42,38,7826,66,90,1,0
screen,tworoom,42,39,7873,32,56,1,1
screen,tworoom,42,40,8241,30,54,1,1
screen,tworoom,42,41,8289,18,42,1,1
screen,tworoom,42,42,8411,21,45,1,1
screen,tworoom,42,43,8598,31,55,1,1
screen,tworoom,42,44,8601,39,63,1,1
screen,tworoom,42,45,8895,31,55,1,1
screen,tworoom,42,46,8949,49,73,1,1
screen,tworoom,42,47,9277,75,99,1,1
screen,tworoom,42,48,9711,8,32,1,1
screen,tworoom,42,49,9757,70,94,1,1
screen,tworoom,100,0,36,56,80,1,1
screen,tworoom,100,1,433,17,41,0,1
screen,tworoom,100,2,815,28,52,1,1
screen,tworoom,100,3,1249,16,40,0,1
screen,tworoom,100,4,1270,27,51,1,1
screen,tworoom,100,5,1292,21,45,1,1
screen,tworoom,100,6,1426,26,50,1,1
screen,tworoom,100,7,1457,51,75,1,1
screen,tworoom,100,8,1907,42,66,0,0
screen,tworoom,100,9,2287,73,97,1,1
screen,tworoom,100,10,2851,75,99,0,0
screen,tworoom,100,11,2892,30,54,1,1
screen,tworoom,100,12,3226,23,47,1,1
screen,tworoom,100,13,3231,62,86,1,1
screen,tworoom,100,14,3945,55,79,1,1
screen,tworoom,100,15,4127,22,46,1,1
screen,tworoom,100,16,4319,36,60,0,1
screen,tworoom,100,17,4445,34,58,1,1
screen,tworoom,100,18,4498,17,41,1,1
screen,tworoom,100,19,4953,58,82,1,1
screen,tworoom,100,20,5031,44,68,1,1
screen,tworoom,100,21,5065,73,97,1,1
screen,tworoom,100,22,5358,64,88,1,1
screen,tworoom,100,23,5731,19,43,1,1
screen,tworoom,100,24,5818,21,45,1,1
screen,tworoom,100,25,5883,22,46,1,1
screen,tworoom,100,26,5969,34,58,1,1
screen,tworoom,100,27,5970,32,56,1,1
screen,tworoom,100,28,6005,42,66,0,1
screen,tworoom,100,29,6296,14,38,1,1
screen,tworoom,100,30,6885,38,62,0,0
screen,tworoom,100,31,6895,40,64,1,1
screen,tworoom,100,32,7206,4,28,1,0
screen,tworoom,100,33,7258,17,41,0,1
screen,tworoom,100,34,7681,63,87,1,1
screen,tworoom,100,35,7723,17,41,0,0
screen,tworoom,100,36,7754,20,44,1,1
screen,tworoom,100,37,7914,66,90,1,1
screen,tworoom,100,38,8025,40,64,0,0
screen,tworoom,100,39,8362,70,94,1,1
screen,tworoom,100,40,8639,20,44,1,1
screen,tworoom,100,41,8842,19,43,0,1
screen,tworoom,100,42,9116,46,70,1,1
screen,tworoom,100,43,9259,13,37,1,1
screen,tworoom,100,44,9479,60,84,1,1
screen,tworoom,100,45,9738,27,51,1,1
screen,tworoom,100,46,9787,64,88,1,1
screen,tworoom,100,47,9815,29,53,1,1
screen,tworoom,100,48,9957,6,30,1,1
screen,tworoom,100,49,9977,9,33,1,1
final,ogb_cube,2002,0,40,82,106,1,1
final,ogb_cube,2002,1,70,76,100,1,1
final,ogb_cube,2002,2,365,161,185,1,1
final,ogb_cube,2002,3,445,151,175,1,1
final,ogb_cube,2002,4,783,96,120,0,0
final,ogb_cube,2002,5,791,60,84,1,1
final,ogb_cube,2002,6,892,60,84,1,1
final,ogb_cube,2002,7,910,104,128,0,0
final,ogb_cube,2002,8,1000,103,127,0,0
final,ogb_cube,2002,9,1058,162,186,1,1
final,ogb_cube,2002,10,1079,140,164,0,1
final,ogb_cube,2002,11,1103,51,75,1,1
final,ogb_cube,2002,12,1256,31,55,0,0
final,ogb_cube,2002,13,1323,75,99,1,1
final,ogb_cube,2002,14,1335,136,160,0,1
final,ogb_cube,2002,15,1364,35,59,1,1
final,ogb_cube,2002,16,1374,26,50,0,0
final,ogb_cube,2002,17,1438,51,75,1,1
final,ogb_cube,2002,18,1450,35,59,1,0
final,ogb_cube,2002,19,1512,85,109,1,1
final,ogb_cube,2002,20,1521,26,50,1,0
final,ogb_cube,2002,21,1577,164,188,1,1
final,ogb_cube,2002,22,1716,33,57,0,0
final,ogb_cube,2002,23,1796,155,179,1,1
final,ogb_cube,2002,24,1813,29,53,1,1
final,ogb_cube,2002,25,1915,100,124,0,0
final,ogb_cube,2002,26,1962,38,62,0,0
final,ogb_cube,2002,27,1965,72,96,1,1
final,ogb_cube,2002,28,2120,35,59,0,1
final,ogb_cube,2002,29,2234,108,132,0,0
final,ogb_cube,2002,30,2235,31,55,0,0
final,ogb_cube,2002,31,2266,0,24,1,1
final,ogb_cube,2002,32,2304,77,101,1,1
final,ogb_cube,2002,33,2382,126,150,1,1
final,ogb_cube,2002,34,2388,68,92,1,1
final,ogb_cube,2002,35,2474,140,164,1,1
final,ogb_cube,2002,36,2475,94,118,1,1
final,ogb_cube,2002,37,2482,21,45,0,0
final,ogb_cube,2002,38,2490,157,181,1,1
final,ogb_cube,2002,39,2506,42,66,1,1
final,ogb_cube,2002,40,2676,131,155,1,1
final,ogb_cube,2002,41,2958,97,121,1,1
final,ogb_cube,2002,42,3153,121,145,1,1
final,ogb_cube,2002,43,3186,128,152,1,1
final,ogb_cube,2002,44,3252,116,140,1,1
final,ogb_cube,2002,45,3549,28,52,0,0
final,ogb_cube,2002,46,3740,98,122,1,1
final,ogb_cube,2002,47,3763,141,165,1,1
final,ogb_cube,2002,48,4089,175,199,1,1
final,ogb_cube,2002,49,4127,7,31,1,1
final,ogb_cube,2002,50,4138,70,94,1,1
final,ogb_cube,2002,51,4400,37,61,0,1
final,ogb_cube,2002,52,4520,49,73,1,1
final,ogb_cube,2002,53,4521,135,159,1,1
final,ogb_cube,2002,54,4551,63,87,1,1
final,ogb_cube,2002,55,4564,110,134,1,1
final,ogb_cube,2002,56,4586,42,66,0,0
final,ogb_cube,2002,57,4773,107,131,0,0
final,ogb_cube,2002,58,4808,36,60,0,0
final,ogb_cube,2002,59,5104,136,160,1,1
final,ogb_cube,2002,60,5149,111,135,1,1
final,ogb_cube,2002,61,5194,36,60,0,0
final,ogb_cube,2002,62,5441,142,166,1,1
final,ogb_cube,2002,63,5700,139,163,1,1
final,ogb_cube,2002,64,5731,136,160,1,1
final,ogb_cube,2002,65,5772,136,160,1,1
final,ogb_cube,2002,66,5906,40,64,1,1
final,ogb_cube,2002,67,5935,120,144,1,1
final,ogb_cube,2002,68,6076,136,160,1,1
final,ogb_cube,2002,69,6143,110,134,0,1
final,ogb_cube,2002,70,6479,162,186,1,1
final,ogb_cube,2002,71,6580,135,159,1,1
final,ogb_cube,2002,72,6802,65,89,1,1
final,ogb_cube,2002,73,6924,151,175,1,1
final,ogb_cube,2002,74,7240,37,61,1,1
final,ogb_cube,2002,75,7368,78,102,1,1
final,ogb_cube,2002,76,7633,43,67,1,0
final,ogb_cube,2002,77,7713,113,137,0,0
final,ogb_cube,2002,78,7890,104,128,0,0
final,ogb_cube,2002,79,8134,57,81,0,0
final,ogb_cube,2002,80,8288,104,128,0,0
final,ogb_cube,2002,81,8375,140,164,1,1
final,ogb_cube,2002,82,8451,72,96,1,1
final,ogb_cube,2002,83,8568,30,54,1,1
final,ogb_cube,2002,84,8862,142,166,1,1
final,ogb_cube,2002,85,8887,16,40,0,0
final,ogb_cube,2002,86,8963,170,194,1,1
final,ogb_cube,2002,87,8988,169,193,1,1
final,ogb_cube,2002,88,9016,153,177,1,1
final,ogb_cube,2002,89,9143,91,115,1,1
final,ogb_cube,2002,90,9241,32,56,0,0
final,ogb_cube,2002,91,9336,72,96,1,1
final,ogb_cube,2002,92,9362,77,101,1,1
final,ogb_cube,2002,93,9470,16,40,0,0
final,ogb_cube,2002,94,9562,164,188,1,1
final,ogb_cube,2002,95,9606,102,126,0,0
final,ogb_cube,2002,96,9719,164,188,1,1
final,ogb_cube,2002,97,9734,107,131,0,0
final,ogb_cube,2002,98,9818,10,34,0,0
final,ogb_cube,2002,99,9940,86,110,1,1
final,ogb_cube,71623,0,30,74,98,1,1
final,ogb_cube,71623,1,38,103,127,0,0
final,ogb_cube,71623,2,103,102,126,0,0
final,ogb_cube,71623,3,180,103,127,0,0
final,ogb_cube,71623,4,420,165,189,1,1
final,ogb_cube,71623,5,491,77,101,1,1
final,ogb_cube,71623,6,523,96,120,1,1
final,ogb_cube,71623,7,619,143,167,1,1
final,ogb_cube,71623,8,964,60,84,1,1
final,ogb_cube,71623,9,1318,61,85,1,1
final,ogb_cube,71623,10,1398,106,130,1,0
final,ogb_cube,71623,11,1435,19,43,0,0
final,ogb_cube,71623,12,1510,103,127,0,0
final,ogb_cube,71623,13,1533,86,110,1,1
final,ogb_cube,71623,14,1653,44,68,0,0
final,ogb_cube,71623,15,1748,168,192,1,1
final,ogb_cube,71623,16,1882,120,144,1,1
final,ogb_cube,71623,17,2042,27,51,1,0
final,ogb_cube,71623,18,2155,10,34,0,0
final,ogb_cube,71623,19,2155,143,167,1,1
final,ogb_cube,71623,20,2256,173,197,1,1
final,ogb_cube,71623,21,2258,17,41,0,0
final,ogb_cube,71623,22,2263,152,176,1,1
final,ogb_cube,71623,23,2277,91,115,1,1
final,ogb_cube,71623,24,2414,87,111,1,1
final,ogb_cube,71623,25,2448,48,72,0,0
final,ogb_cube,71623,26,2466,145,169,1,1
final,ogb_cube,71623,27,2552,39,63,0,0
final,ogb_cube,71623,28,2583,108,132,0,0
final,ogb_cube,71623,29,2690,168,192,1,1
final,ogb_cube,71623,30,2748,10,34,0,0
final,ogb_cube,71623,31,2843,32,56,0,0
final,ogb_cube,71623,32,2931,119,143,1,1
final,ogb_cube,71623,33,2952,72,96,1,1
final,ogb_cube,71623,34,2972,11,35,0,0
final,ogb_cube,71623,35,3026,95,119,1,1
final,ogb_cube,71623,36,3044,17,41,0,0
final,ogb_cube,71623,37,3111,102,126,0,0
final,ogb_cube,71623,38,3152,8,32,1,1
final,ogb_cube,71623,39,3467,47,71,1,0
final,ogb_cube,71623,40,3519,15,39,0,0
final,ogb_cube,71623,41,3612,133,157,1,1
final,ogb_cube,71623,42,3676,15,39,0,0
final,ogb_cube,71623,43,3739,74,98,1,1
final,ogb_cube,71623,44,3756,157,181,1,1
final,ogb_cube,71623,45,3793,166,190,1,1
final,ogb_cube,71623,46,3914,28,52,1,0
final,ogb_cube,71623,47,4203,74,98,1,1
final,ogb_cube,71623,48,4275,156,180,1,1
final,ogb_cube,71623,49,4344,107,131,0,0
final,ogb_cube,71623,50,4391,47,71,1,0
final,ogb_cube,71623,51,4403,128,152,1,1
final,ogb_cube,71623,52,4589,122,146,0,1
final,ogb_cube,71623,53,4705,68,92,1,1
final,ogb_cube,71623,54,4978,3,27,1,1
final,ogb_cube,71623,55,5137,25,49,0,0
final,ogb_cube,71623,56,5186,131,155,1,1
final,ogb_cube,71623,57,5189,65,89,1,1
final,ogb_cube,71623,58,5237,153,177,1,1
final,ogb_cube,71623,59,5468,6,30,1,1
final,ogb_cube,71623,60,6047,6,30,1,1
final,ogb_cube,71623,61,6141,72,96,1,1
final,ogb_cube,71623,62,6142,70,94,1,1
final,ogb_cube,71623,63,6189,154,178,1,1
final,ogb_cube,71623,64,6348,28,52,0,0
final,ogb_cube,71623,65,6424,56,80,1,1
final,ogb_cube,71623,66,6440,144,168,1,1
final,ogb_cube,71623,67,6517,107,131,0,0
final,ogb_cube,71623,68,6600,115,139,1,1
final,ogb_cube,71623,69,6757,116,140,1,1
final,ogb_cube,71623,70,6760,165,189,1,1
final,ogb_cube,71623,71,6881,13,37,0,0
final,ogb_cube,71623,72,6987,125,149,1,1
final,ogb_cube,71623,73,7234,153,177,1,1
final,ogb_cube,71623,74,7329,90,114,1,1
final,ogb_cube,71623,75,7343,9,33,1,1
final,ogb_cube,71623,76,7465,138,162,1,1
final,ogb_cube,71623,77,7686,161,185,1,1
final,ogb_cube,71623,78,7773,7,31,1,1
final,ogb_cube,71623,79,7818,105,129,0,0
final,ogb_cube,71623,80,7851,145,169,1,1
final,ogb_cube,71623,81,7981,173,197,1,1
final,ogb_cube,71623,82,8106,141,165,1,1
final,ogb_cube,71623,83,8109,32,56,0,1
final,ogb_cube,71623,84,8133,67,91,1,1
final,ogb_cube,71623,85,8186,145,169,1,1
final,ogb_cube,71623,86,8328,130,154,1,1
final,ogb_cube,71623,87,8696,16,40,0,0
final,ogb_cube,71623,88,8821,111,135,1,1
final,ogb_cube,71623,89,8922,25,49,0,0
final,ogb_cube,71623,90,8948,71,95,1,1
final,ogb_cube,71623,91,8995,75,99,1,1
final,ogb_cube,71623,92,9007,6,30,1,1
final,ogb_cube,71623,93,9364,65,89,1,1
final,ogb_cube,71623,94,9423,89,113,1,1
final,ogb_cube,71623,95,9509,82,106,1,1
