name,cell_id,base_name,strategy,sweep_key,sweep_params,env_id,checkpoint_epoch,checkpoint_run_dir,config_sha256,manifest_sha256,manifest_file_sha256,episodes,goal_offset,success_rate,plans,steps,latent_work_total,bits_used_total,dynamics_flops_total,cem_cost_calls,candidate_action_values,pop_size,elite_frac,topk,n_iter,plan_time_total_sec,wall_time_sec,schedule_level_counts,schedule_k_counts,schedule,role,seed,output_json
published,upstream_lewm_converted,published,upstream_lewm_converted,{},{},swm/TwoRoom-v1,0,checkpoints_mwm/upstream_lewm_tworoom,683e763966c3dca88f2549769b97cf6680bbcfc2af5d6c9ca4e1a83b5d4ea717,fe051e9458e895da8c909b13b320d46829996a41a9f745a42bcb789a32bd97ff,a8f28b87c32d7c6ee8714174d477a6636b1c18cf3c8074de9ecba9ab6912eabb,50,25,84.0,2,50,288000000,9216000000,84798237600000,1000,15000000,300,0.1,30,10,41.16454794816673,50.850552685093135,"{""0"": 1000}","{""192"": 1000}","{'enabled': True, 'mpc': {'mode': 'fixed', 'level': 'finest'}, 'cem': {'mode': 'fixed', 'level': 'base'}, 'rollout': {'mode': 'fixed', 'level': 'base'}}",upstream_lewm_converted,0,reports/research/k192_sepopt_published_parity_20260924/screen_n50/tworoom/seed_0/000_published/eval.json
sepopt_k192_20260922,sepopt_k192_20260922,sepopt_k192_20260922,sepopt_k192_20260922,{},{},swm/TwoRoom-v1,0,checkpoints_mwm/mwm_paper10_tworoom_k192_sepopt_retrain_20260922,229f21ff2a52f8154a8c4dbe0b3e9cb5b43bb1cf70ee7a9d0b50fee2a1928bea,fe051e9458e895da8c909b13b320d46829996a41a9f745a42bcb789a32bd97ff,a8f28b87c32d7c6ee8714174d477a6636b1c18cf3c8074de9ecba9ab6912eabb,50,25,94.0,2,50,288000000,9216000000,36086148000000,1000,15000000,300,0.1,30,10,41.03752006916329,47.36321303900331,"{""0"": 1000}","{""192"": 1000}","{'enabled': True, 'mpc': {'mode': 'fixed', 'level': 'finest'}, 'cem': {'mode': 'fixed', 'level': 'base'}, 'rollout': {'mode': 'fixed', 'level': 'base'}}",sepopt_k192_20260922,0,reports/research/k192_sepopt_published_parity_20260924/screen_n50/tworoom/seed_0/001_sepopt_k192_20260922/eval.json
