name,cell_id,base_name,strategy,sweep_key,sweep_params,env_id,checkpoint_epoch,checkpoint_run_dir,config_sha256,manifest_sha256,manifest_file_sha256,episodes,goal_offset,success_rate,plans,steps,latent_work_total,bits_used_total,dynamics_flops_total,cem_cost_calls,candidate_action_values,pop_size,elite_frac,topk,n_iter,plan_time_total_sec,wall_time_sec,schedule_level_counts,schedule_k_counts,schedule,role,seed,output_json
published,upstream_lewm_converted,published,upstream_lewm_converted,{},{},swm/PushT-v1,0,checkpoints_mwm/upstream_lewm_pusht,915e6255ec11b7b7d4ef884a0326561bbb7bf573a7d3e7c6ac14dfc66d2304ab,4e2d51ab4c1fa23e31ed8116a64d032af17cb0861e9c139168cb9869d9195f0c,7a28d64620a1234df2e93f667d7a70ccca37bcfec50094c19e9ac3223b76fb88,100,25,83.0,4,100,1728000000,55296000000,508789425600000,6000,90000000,300,0.1,30,30,248.130869083805,277.28137233085,"{""0"": 6000}","{""192"": 6000}","{'enabled': True, 'mpc': {'mode': 'fixed', 'level': 'finest'}, 'cem': {'mode': 'fixed', 'level': 'base'}, 'rollout': {'mode': 'fixed', 'level': 'base'}}",upstream_lewm_converted,82715,reports/research/k192_sepopt_published_parity_20260924/final_n100/pusht/seed_82715/000_published/eval.json
sepopt_k192_20260922,sepopt_k192_20260922,sepopt_k192_20260922,sepopt_k192_20260922,{},{},swm/PushT-v1,0,checkpoints_mwm/mwm_paper10_pusht_k192_sepopt_retrain_20260922,9fac2ccb7585c03c6cc69d0f8baaf2b3bd006d19ae6948908ecd1242500c1efb,4e2d51ab4c1fa23e31ed8116a64d032af17cb0861e9c139168cb9869d9195f0c,7a28d64620a1234df2e93f667d7a70ccca37bcfec50094c19e9ac3223b76fb88,100,25,92.0,4,100,1728000000,55296000000,508789425600000,6000,90000000,300,0.1,30,30,249.16986087989062,274.66744279908016,"{""0"": 6000}","{""192"": 6000}","{'enabled': True, 'mpc': {'mode': 'fixed', 'level': 'finest'}, 'cem': {'mode': 'fixed', 'level': 'base'}, 'rollout': {'mode': 'fixed', 'level': 'base'}}",sepopt_k192_20260922,82715,reports/research/k192_sepopt_published_parity_20260924/final_n100/pusht/seed_82715/001_sepopt_k192_20260922/eval.json
