name,cell_id,base_name,strategy,sweep_key,sweep_params,env_id,checkpoint_epoch,checkpoint_run_dir,config_sha256,manifest_sha256,manifest_file_sha256,episodes,goal_offset,success_rate,plans,steps,latent_work_total,bits_used_total,dynamics_flops_total,cem_cost_calls,candidate_action_values,pop_size,elite_frac,topk,n_iter,plan_time_total_sec,wall_time_sec,schedule_level_counts,schedule_k_counts,schedule,role,seed,output_json
published,upstream_lewm_converted,published,upstream_lewm_converted,{},{},swm/ReacherDMControl-v0,0,checkpoints_mwm/upstream_lewm_reacher,83045fd0b53cbe955bc3975e727ee87aeccccce769b53b721b89cf7cbdd43d2f,a0f47efa71ea614999df9f1c307e0fb07485043b3884dd7fce8b5b545fb9ed9b,6358e3b1a5be184a6f23046f08aff03122525f8ca2ce669d29686a21eb378998,50,25,98.0,2,50,288000000,9216000000,84798237600000,1000,15000000,300,0.1,30,10,40.62726763403043,73.72072646790184,"{""0"": 1000}","{""192"": 1000}","{'enabled': True, 'mpc': {'mode': 'fixed', 'level': 'finest'}, 'cem': {'mode': 'fixed', 'level': 'base'}, 'rollout': {'mode': 'fixed', 'level': 'base'}}",upstream_lewm_converted,1,reports/research/k192_sepopt_published_parity_20260924/screen_n50/reacher/seed_1/000_published/eval.json
sepopt_k192_20260922,sepopt_k192_20260922,sepopt_k192_20260922,sepopt_k192_20260922,{},{},swm/ReacherDMControl-v0,0,checkpoints_mwm/mwm_paper10_reacher_k192_sepopt_retrain_20260922,ec36b702ba6015db2acd164cc17235162f5e9c5dc94cc75b8d9f5494921d5d37,a0f47efa71ea614999df9f1c307e0fb07485043b3884dd7fce8b5b545fb9ed9b,6358e3b1a5be184a6f23046f08aff03122525f8ca2ce669d29686a21eb378998,50,25,98.0,2,50,288000000,9216000000,84798237600000,1000,15000000,300,0.1,30,10,40.66189454286359,70.64245343580842,"{""0"": 1000}","{""192"": 1000}","{'enabled': True, 'mpc': {'mode': 'fixed', 'level': 'finest'}, 'cem': {'mode': 'fixed', 'level': 'base'}, 'rollout': {'mode': 'fixed', 'level': 'base'}}",sepopt_k192_20260922,1,reports/research/k192_sepopt_published_parity_20260924/screen_n50/reacher/seed_1/001_sepopt_k192_20260922/eval.json
