name,cell_id,base_name,strategy,sweep_key,sweep_params,env_id,checkpoint_epoch,checkpoint_run_dir,config_sha256,manifest_sha256,manifest_file_sha256,episodes,goal_offset,success_rate,plans,steps,latent_work_total,bits_used_total,dynamics_flops_total,cem_cost_calls,candidate_action_values,pop_size,elite_frac,topk,n_iter,plan_time_total_sec,wall_time_sec,schedule_level_counts,schedule_k_counts,schedule,role,seed,output_json
published,upstream_lewm_converted,published,upstream_lewm_converted,{},{},swm/OGBCube-v0,0,checkpoints_mwm/upstream_lewm_ogb_cube,eb3790cb283d9543a656e691103da15f3ae20f393498d3e5555096f5e2bfc71f,095adcd0c26c72ab8ce65b9028f4d7df5cb9d0043b54fad31b2068bd54d3b34a,fa93ab615814c28e0cc2da9c4e6021b343d21213d2944ed882cf9ce7236cffc4,100,25,72.0,4,100,576000000,18432000000,169599175200000,2000,75000000,300,0.1,30,10,84.43767403997481,193.75512081803754,"{""0"": 2000}","{""192"": 2000}","{'enabled': True, 'mpc': {'mode': 'fixed', 'level': 'finest'}, 'cem': {'mode': 'fixed', 'level': 'base'}, 'rollout': {'mode': 'fixed', 'level': 'base'}}",upstream_lewm_converted,71623,reports/research/k192_sepopt_published_parity_20260924/final_n100/ogb_cube/seed_71623/000_published/eval.json
sepopt_k192_20260922,sepopt_k192_20260922,sepopt_k192_20260922,sepopt_k192_20260922,{},{},swm/OGBCube-v0,0,checkpoints_mwm/mwm_paper10_ogb_cube_k192_sepopt_retrain_20260922,425ee1128b8f1864bea4d257b1490d9adf1ab153e16e16ff3ea3acb8d8cf748c,095adcd0c26c72ab8ce65b9028f4d7df5cb9d0043b54fad31b2068bd54d3b34a,fa93ab615814c28e0cc2da9c4e6021b343d21213d2944ed882cf9ce7236cffc4,100,25,68.0,4,100,576000000,18432000000,169599175200000,2000,75000000,300,0.1,30,10,83.04356439318508,190.03985171788372,"{""0"": 2000}","{""192"": 2000}","{'enabled': True, 'mpc': {'mode': 'fixed', 'level': 'finest'}, 'cem': {'mode': 'fixed', 'level': 'base'}, 'rollout': {'mode': 'fixed', 'level': 'base'}}",sepopt_k192_20260922,71623,reports/research/k192_sepopt_published_parity_20260924/final_n100/ogb_cube/seed_71623/001_sepopt_k192_20260922/eval.json
