name,cell_id,base_name,strategy,sweep_key,sweep_params,env_id,checkpoint_epoch,checkpoint_run_dir,config_sha256,manifest_sha256,manifest_file_sha256,episodes,goal_offset,success_rate,plans,steps,latent_work_total,bits_used_total,dynamics_flops_total,cem_cost_calls,candidate_action_values,pop_size,elite_frac,topk,n_iter,plan_time_total_sec,wall_time_sec,schedule_level_counts,schedule_k_counts,schedule,role,seed,output_json
published,upstream_lewm_converted,published,upstream_lewm_converted,{},{},swm/PushT-v1,0,checkpoints_mwm/upstream_lewm_pusht,708c74073d2dc06701253362f7c08c440135a6ab20cdb49f0a0853a3c7eb0dd1,4dec5737810999c64536bfd7bb71d6d7b56c34912723764213822472f00b66d6,103ae5af5d47daa618b6f1e93fb36e47719b7181e80fdaada5660cccf0183a40,50,25,94.0,2,50,864000000,27648000000,254394712800000,3000,45000000,300,0.1,30,30,124.10591341322288,150.1641185169574,"{""0"": 3000}","{""192"": 3000}","{'enabled': True, 'mpc': {'mode': 'fixed', 'level': 'finest'}, 'cem': {'mode': 'fixed', 'level': 'base'}, 'rollout': {'mode': 'fixed', 'level': 'base'}}",upstream_lewm_converted,42,reports/research/k192_sepopt_published_parity_20260924/screen_n50/pusht/seed_42/000_published/eval.json
sepopt_k192_20260922,sepopt_k192_20260922,sepopt_k192_20260922,sepopt_k192_20260922,{},{},swm/PushT-v1,0,checkpoints_mwm/mwm_paper10_pusht_k192_sepopt_retrain_20260922,830e97a7ffaab5c11d3eedb1a8a9912cf499660aecc7817ede453581c6a8c892,4dec5737810999c64536bfd7bb71d6d7b56c34912723764213822472f00b66d6,103ae5af5d47daa618b6f1e93fb36e47719b7181e80fdaada5660cccf0183a40,50,25,96.0,2,50,864000000,27648000000,254394712800000,3000,45000000,300,0.1,30,30,124.01193367899396,147.22379784518853,"{""0"": 3000}","{""192"": 3000}","{'enabled': True, 'mpc': {'mode': 'fixed', 'level': 'finest'}, 'cem': {'mode': 'fixed', 'level': 'base'}, 'rollout': {'mode': 'fixed', 'level': 'base'}}",sepopt_k192_20260922,42,reports/research/k192_sepopt_published_parity_20260924/screen_n50/pusht/seed_42/001_sepopt_k192_20260922/eval.json
